INSPECCION,MATRICULA,F.MATRIC.,MARCA Y MODELO,BASTIDOR,GRUP,TIP,F,F.INSPEC.,L,I.1,M.1,I.2,M.2,I.3,M.3,I.4,M.4,RESUL.,F.VALIDEZ,DEFEC.
160844848/2016,7457-DRK,07/10/2005,FORD FOCUS,WF05XXWPD55C61055,1000,001,1,14/10/2016,1,MBM,14,JHD,12,VPS,17,ELL,22,DF.LEV,14/10/2017,['0406-L']
160844849/2016,1175-GJC,21/10/2008,BMW X6,WBAFG01030LC29355,1033,001,1,14/10/2016,1,MBM,14,JHD,12,VPS,17,ELL,22,FAVOR.,14/10/2018,['']
160844850/2016,4600-BMS,29/08/2001,CITROEN XSARA,VF7N1RHYB73177631,1000,002,2,14/10/2016,2,MBM,999,,,,,,,DF.LEV,14/10/2017,"['0103-L', '0401-L', '0405-L', '0406-L']"
160844851/2016,2398-GZH,29/10/2010,TOYOTA YARIS 1.4 D4D 5P,VNKKC96330A236682,1000,001,1,14/10/2016,1,MBM,14,JHD,12,VPS,17,ELL,22,FAVOR.,14/10/2018,['']
160844852/2016,TO-5358-AF,24/02/2000,SEAT AROSA,VSSZZZ6HZYR006104,1000,001,1,14/10/2016,1,MBM,14,JHD,12,VPS,17,ELL,22,FAVOR.,14/10/2017,['']
160844853/2016,0265-BYB,15/07/2002,CITROEN XSARA 2.0 HDI,VF7N1RHYB73614415,1000,002,2,14/10/2016,2,MBM,999,,,,,,,FAVOR.,14/10/2017,['']
160844854/2016,TO-1243-W,31/10/1994,RENAULT 19,VF1B53A0512092438,1000,001,1,14/10/2016,1,MBM,14,JHD,12,VPS,17,ELL,22,DF.LEV,14/10/2017,"['0901-L', '0903-L', '0904-L']"
160844855/2016,2041-FGR,18/10/2006,FIAT STILO,ZFA19200000640363,1000,001,1,14/10/2016,1,MBM,14,JHD,12,VPS,17,ELL,22,DESFA.,00/00/0000,['0804-G']
160844856/2016,4039-GHM,18/09/2008,BMW SERIE 1,WBAUG31050PU61115,1000,001,1,14/10/2016,1,MBM,14,JHD,12,VPS,17,ELL,22,FAVOR.,14/10/2017,['']
160844857/2016,TO-1386-Z,30/07/1997,OPEL ASTRA,W0L000056V5206035,1000,001,1,14/10/2016,1,MBM,14,JHD,12,VPS,17,ELL,22,DF.LEV,14/10/2017,['0904-L']
160844858/2016,TO-7955-Z,30/01/1998,RENAULT CLIO,VF1557K0F17615713,1000,001,1,14/10/2016,1,MBM,14,JHD,12,VPS,17,ELL,22,DF.LEV,14/10/2017,"['0601-L', '0901-L']"
160844859/2016,TO-1784-AB,30/04/1998,RENAULT LAGUNA,VF1B5660E17672319,1000,001,1,14/10/2016,1,MBM,14,JHD,12,VPS,17,ELL,22,DESFA.,00/00/0000,['0302-G']
160844860/2016,2089-CLC,31/07/2003,SEAT IBIZA 1.9 TDI 2P,VSSZZZ6LZ3R160307,1000,001,1,14/10/2016,1,MBM,14,JHD,12,VPS,17,ELL,22,DF.LEV,14/10/2017,['0901-L']
160844861/2016,2955-GZF,26/10/2010,VOLKSWAGEN PASSAT,WVWZZZ3CZAP064740,1000,001,1,14/10/2016,1,MBM,14,JHD,12,VPS,17,ELL,22,FAVOR.,14/10/2018,['']
160844862/2016,4526-FFZ,27/09/2006,PEUGEOT 207 3P,VF3WAKFUC33401807,1000,002,2,14/10/2016,2,MBM,999,JHD,999,,,,,DF.LEV,14/10/2017,"['0202-L', '0401-L']"
160844863/2016,0912-DNX,09/08/2005,PEUGEOT 307 5P,VF33C9HXC84071592,1000,001,1,14/10/2016,1,MBM,14,JHD,12,VPS,17,ELL,22,FAVOR.,14/10/2017,['']
160844864/2016,TO-0349-AC,13/11/1998,CITROEN XSARA,VF7N1DHYF36408090,1000,001,1,14/10/2016,1,MBM,14,JHD,12,VPS,17,ELL,22,FAVOR.,14/10/2017,['']
160844865/2016,2707-GZC,19/10/2010,TATA INDICA,MAT600274AWL01031,1000,001,1,14/10/2016,1,MBM,14,JHD,12,VPS,17,ELL,22,DF.LEV,14/10/2018,['0601-L']
160844866/2016,8039-CHL,14/05/2003,OPEL ASTRA G,W0L0TGF6935140810,1000,001,1,14/10/2016,1,MBM,14,JHD,12,VPS,17,ELL,22,FAVOR.,14/10/2017,['']
160844867/2016,M-0342-OK,28/04/1993,CITROEN ZX,VS7N2C30003C33410,1000,001,1,14/10/2016,1,MBM,14,JHD,12,VPS,17,ELL,22,DF.LEV,14/10/2017,"['0103-L', '0901-L']"
160844868/2016,7342-CWX,10/06/2004,BMW SERIE 3,WBAEX51020PP69195,1000,001,1,14/10/2016,1,MBM,14,JHD,12,VPS,17,ELL,22,DF.LEV,14/10/2017,"['0901-L', '0904-L']"
160844869/2016,3808-GLR,01/04/2009,BMW 118D,WBAUD71010P406371,1000,001,1,14/10/2016,1,MBM,14,VPS,17,JHD,12,ELL,22,FAVOR.,14/10/2018,['']
160844870/2016,4614-CBF,18/10/2002,CITROEN XSARA,VF7CHRHYB39356472,1000,002,2,14/10/2016,1,MBM,999,,,,,,,DESFA.,00/00/0000,"['0503-G', '0903-L']"
160844871/2016,0244-JSC,05/08/2016,LAND ROVER DISCOVERY SPO,SALCA2BN0GH623475,1033,005,1,14/10/2016,1,VPS,999,VPS,24,,,,,FAVOR.,05/08/2020,['']
160844872/2016,7665-BZS,27/09/2002,DAIMLER CHRYSLER E 220 C,WDB2100061B321951,1000,001,1,14/10/2016,1,MBM,14,JHD,12,VPS,17,ELL,22,DF.LEV,14/10/2017,"['0405-L', '0904-L']"
160844873/2016,4614-CBF,18/10/2002,CITROEN XSARA,VF7CHRHYB39356472,1000,002,2,14/10/2016,1,MBM,999,,,,,,,DF.LEV,14/10/2017,['0903-L']
160844874/2016,0382-BNX,19/10/2001,PEUGEOT PARTNER,VF35FWJZE60382004,3100,001,1,15/10/2016,1,MBM,14,REB,12,JHD,17,ELL,22,FAVOR.,15/04/2017,['']
160844875/2016,TO-8351-AB,30/09/1998,VOLKSWAGEN PASSAT 1.9 TD,WVWZZZ3BZXP144872,1000,001,1,15/10/2016,1,MBM,14,MCG,12,JHD,17,ELL,22,FAVOR.,15/10/2017,['']
160844876/2016,TO-2913-L,25/05/1988,HONDA MBX75,MBX755107933,0400,001,1,15/10/2016,1,MBM,14,MCG,18,MBM,13,,,DF.LEV,15/10/2018,['0406-L']
160844877/2016,0398-BNX,19/10/2001,NISSAN PICK-IP 2.5T 4P,JN1CGUD22U0753429,2033,001,1,15/10/2016,1,REB,14,MCG,12,JHD,17,ELL,22,FAVOR.,15/04/2017,['']
160844878/2016,4529-DBK,01/10/2004,PEUGEOT 407,VF36DRHRH21098196,1000,001,1,15/10/2016,1,MBM,14,MCG,12,JHD,17,ELL,22,DESFA.,00/00/0000,['0503-G']
160844879/2016,2041-CMN,02/10/2003,RENAULT LAGUNA,VF1BG0F0629618920,1000,002,2,15/10/2016,2,REB,999,JHD,999,,,,,FAVOR.,15/10/2017,['']
160844880/2016,2029-BBN,05/10/2000,CITROEN SAXO 1.5 D,VF7S1VJZF57310189,1000,001,1,15/10/2016,1,MBM,14,MCG,12,JHD,17,ELL,22,FAVOR.,15/10/2017,['']
160844881/2016,C-5862-BVM,28/10/2011,DERBI SENDA R,VTHSR1D1A6H323395,0300,001,1,15/10/2016,1,MBM,14,MCG,18,MBM,13,MBM,999,FAVOR.,15/10/2018,['']
160844882/2016,M-7502-YB,24/08/1999,CITROEN XSARA,VF7N1DHYF36668847,1000,002,2,15/10/2016,2,REB,999,,,,,,,DF.LEV,15/10/2017,"['0103-L', '0405-L', '0407-L', '0901-L', '0901-L']"
160844883/2016,7010-DRR,19/10/2005,VOLKSWAGEN TOURAN 2.0 TD,WVGZZZ1TZ6W049831,1000,001,1,15/10/2016,1,REB,14,REB,12,JHD,17,ELL,22,FAVOR.,15/10/2017,['']
160844884/2016,TO-4086-AG,28/01/1997,AUDI A3,WAUZZZ8LZVA050799,1000,002,2,15/10/2016,2,REB,999,,,,,,,DF.LEV,15/10/2017,"['0202-L', '0901-L']"
160844885/2016,7765-GJT,28/11/2008,SEAT LEON,VSSZZZ1PZ8R108855,1000,001,1,15/10/2016,1,REB,14,REB,12,JHD,17,ELL,22,DF.LEV,15/10/2018,['0103-L']
160844886/2016,5815-DBS,15/10/2004,VOLVO S40,YV1MS753152070239,1000,001,1,15/10/2016,1,MBM,14,MCG,12,JHD,17,ELL,22,FAVOR.,15/10/2017,['']
160844887/2016,7625-DTC,02/12/2005,HYUNDAI GETZ,KMHBT51VP6U456309,1000,001,1,15/10/2016,1,MBM,14,MCG,12,JHD,17,ELL,22,FAVOR.,15/10/2017,['']
160844888/2016,4529-DBK,01/10/2004,PEUGEOT 407,VF36DRHRH21098196,1000,002,2,15/10/2016,1,MBM,999,MBM,14,,,,,FAVOR.,15/10/2017,['']
160844889/2016,1625-HZM,02/10/2014,FORD TRANSIT CONNECT,WF0SXXWPGSEM42562,2400,001,1,15/10/2016,1,MBM,14,MCG,12,JHD,17,ELL,22,FAVOR.,15/10/2018,['']
160844890/2016,TO-2214-J,09/07/1986,RENAULT 9,VS5L42400G0003212,1000,001,1,15/10/2016,1,MBM,14,MCG,12,JHD,17,ELL,22,FAVOR.,15/10/2017,['']
160844891/2016,772358,10/03/2008,PORSCHE 911 CARRERA 4S,WP0ZZZ99Z8S772358,1000,014,1,15/10/2016,1,REB,14,REB,12,REB,17,REB,22,DF.LEV,15/10/2018,['0904-L']
160844892/2016,8445-CNX,24/11/2003,CITROEN BERLINGO,VF7GJRHYK93101417,3100,001,1,15/10/2016,1,MBM,14,MCG,12,JHD,17,ELL,22,FAVOR.,15/04/2017,['']
160844893/2016,4753-BGG,06/03/2001,AUDI A4,WAUZZZ8DZ1A095760,1002,001,1,15/10/2016,1,MBM,14,MCG,12,JHD,17,ELL,22,FAVOR.,15/10/2017,['']
160844894/2016,M-0364-IW,14/06/1988,SEAT IBIZA 1.2,VSS021A0009450964,1000,001,1,15/10/2016,1,MBM,14,MCG,12,JHD,17,ELL,22,DF.LEV,15/10/2017,['0903-L']
160844895/2016,CR-3509-Y,17/11/1999,CITROEN SAXO 16V VTS,VF7S1VJZF57055634,1000,001,1,15/10/2016,1,MBM,14,MCG,12,JHD,17,ELL,22,DF.LEV,15/10/2017,"['0406-L', '0407-L', '0601-L']"
160844896/2016,9513-BFX,28/02/2001,FORD FOCUS,WF0AXXWPDAYS15438,1000,001,1,15/10/2016,1,MBM,14,MCG,12,JHD,17,ELL,22,DF.LEV,15/10/2017,['0212-L']
160844897/2016,TO-1268-Y,18/10/1996,FORD TRANSIT,SFAKXXBDVKTD01103,3100,001,1,15/10/2016,1,MBM,14,MCG,12,JHD,17,ELL,22,DF.LEV,15/04/2017,"['0202-L', '0407-L', '0601-L']"
160844898/2016,TO-9908-X,28/08/1996,OPEL CORSA,W0L000078T4402827,1000,001,1,15/10/2016,1,MBM,14,MCG,12,JHD,17,ELL,22,FAVOR.,15/10/2017,['']
160844899/2016,3341-CVX,11/05/2004,SEAT CORDOBA,VSSZZZ6LZ4R185139,1000,001,1,15/10/2016,1,MBM,14,MCG,12,JHD,17,ELL,22,FAVOR.,15/10/2017,['']
160844900/2016,0590-BBG,26/09/2000,RENAULT CLIO,VF1CB0A0F23282963,1000,001,1,15/10/2016,1,MBM,14,MCG,12,JHD,17,ELL,22,FAVOR.,15/10/2017,['']
160844901/2016,TO-2190-AF,28/12/1999,OPEL ASTRA,W0L0TGF08Y5099337,1000,001,1,15/10/2016,1,MBM,14,MCG,12,JHD,17,ELL,22,FAVOR.,15/10/2017,['']
160844902/2016,5830-BDP,04/01/2001,MICRO COMPACT CAR SMART,WME01MC01YH077608,1000,002,2,15/10/2016,1,MBM,999,,,,,,,DF.LEV,15/10/2017,"['0103-L', '0901-L']"
160844903/2016,9794-GXF,21/06/2010,SUZUKI DL650A,JS1B1112100123569,0400,001,1,15/10/2016,1,MBM,14,MCG,18,MBM,13,,,FAVOR.,15/10/2018,['']
160844904/2016,C-7850-BKT,13/06/2001,PIAGGIO TYPHOON,ZAPC1900000041959,0300,001,1,15/10/2016,1,JHD,14,JHD,18,JHD,999,,,FAVOR.,15/10/2018,['']
160844905/2016,TO-7673-AD,07/10/1999,OPEL ASTRA G CC,W0L0TGF48Y5040760,1000,001,1,15/10/2016,1,MBM,14,MCG,12,JHD,17,ELL,22,DESFA.,00/00/0000,"['0401-L', '0410-L', '0803-G', '0804-G']"
160844906/2016,TO-4805-Z,05/11/1997,CITROEN C-15 D,VF7VDPG0012PG3957,3100,002,2,15/10/2016,1,JHD,999,,,,,,,FAVOR.,15/04/2017,['']
160844907/2016,0316-GJF,27/10/2008,FORD MONDEO,WF0EXXGBBE8E28271,1000,001,1,15/10/2016,1,MBM,14,MCG,12,JHD,17,ELL,22,FAVOR.,15/10/2018,['']
160844908/2016,3178-FGR,18/10/2006,FORD FOCUS,WF05XXWPD56B28719,1000,001,1,15/10/2016,1,MBM,14,MCG,12,JHD,17,ELL,22,DESFA.,00/00/0000,['0704-G']
160844909/2016,7231-BXC,17/06/2002,SEAT CORDOBA,VSSZZZ6KZ2R196427,1000,001,1,15/10/2016,1,MBM,14,MCG,12,JHD,17,ELL,22,DESFA.,00/00/0000,"['0407-G', '0503-G']"
160844910/2016,5216-FFR,14/09/2006,CITROEN C4,VF7LCNFUC74509076,1000,001,1,15/10/2016,1,MBM,14,MCG,12,JHD,17,ELL,22,FAVOR.,15/10/2017,['']
160844911/2016,7969-CJS,23/06/2003,RENAULT MEGANE,VF1BM0C0H29019837,1000,001,1,15/10/2016,1,MBM,14,MCG,12,JHD,17,ELL,22,FAVOR.,15/10/2017,['']
160844912/2016,3148-BZD,29/08/2002,CITROEN XSARA,VF7N1RHYB73643710,1000,001,1,15/10/2016,1,MBM,14,MCG,12,JHD,17,ELL,22,DF.LEV,15/10/2017,['0601-L']
160844913/2016,5795-FHN,16/11/2006,RENAULT MEGANE,VF1BMSE0636868268,1000,002,2,15/10/2016,2,REB,999,,,,,,,FAVOR.,16/11/2017,['']
160844914/2016,M-2789-YG,19/10/1999,ALFA ROMEO 156,ZAR93200001079864,1000,001,1,15/10/2016,1,MBM,14,MCG,12,JHD,17,ELL,22,FAVOR.,15/10/2017,['']
160844915/2016,4080-CPV,22/12/2003,MERCEDES-BENZ 111CDI,WDF63960113014913,2420,001,1,15/10/2016,1,MBM,14,MCG,12,JHD,17,ELL,22,DF.LEV,15/04/2017,['0406-L']
160844916/2016,2903-CZT,08/09/2004,DAEWOO KALOS,KLASF69A15B272610,1000,001,1,15/10/2016,1,MBM,14,MCG,12,JHD,17,ELL,22,FAVOR.,15/10/2017,['']
160844917/2016,M-5444-UG,31/01/1997,SEAT TOLEDO,VSSZZZ1LZVR013859,1000,001,1,15/10/2016,1,MBM,14,MCG,12,JHD,17,ELL,22,DESFA.,00/00/0000,['0804-G']
160844918/2016,TO-7560-AD,05/10/1999,PEUGEOT 406,VF38BRHZE80872254,1000,001,1,15/10/2016,1,MBM,14,MCG,12,JHD,17,ELL,22,FAVOR.,15/10/2017,['']
160844919/2016,2757-BCW,30/11/2000,LANCIA LYBRA,ZLA83900000063778,1000,001,1,15/10/2016,1,MBM,14,MCG,12,JHD,17,ELL,22,DESFA.,00/00/0000,['0503-G']
160844920/2016,TO-6402-AF,13/03/2000,OPEL VECTRA,W0L0JBF68Y7026260,1000,001,1,15/10/2016,1,MBM,14,MCG,12,JHD,17,ELL,22,FAVOR.,15/10/2017,['']
160844921/2016,M-3137-YC,03/09/1999,SEAT TOLEDO,VSSZZZ1MZYB016675,1000,001,1,15/10/2016,1,MBM,14,MCG,12,JHD,17,ELL,22,DESFA.,00/00/0000,"['0503-G', '0804-G']"
160844922/2016,0854-DRM,11/10/2005,RENAULT MEGANE,VF1LMSE0634319114,1000,001,1,15/10/2016,1,MBM,14,MCG,12,JHD,17,ELL,22,FAVOR.,15/10/2017,['']
160844923/2016,2488-GYZ,08/10/2010,CITROEN C3,VF7SC8HZCAA645122,1000,001,1,15/10/2016,1,MBM,14,MCG,12,JHD,17,ELL,22,FAVOR.,15/10/2018,['']
160844924/2016,TO-5691-AB,23/07/1998,PEUGEOT 205 GENERATION,VF320AA9225720769,1000,001,1,15/10/2016,1,MBM,14,MCG,12,JHD,17,ELL,22,DF.LEV,15/10/2017,['0601-L']
160844925/2016,2011-DJS,22/04/2005,MERCEDES-BENZ VANEO 1.7,WDB4147001N243370,3100,001,1,15/10/2016,1,MBM,14,MCG,12,JHD,17,ELL,22,FAVOR.,15/04/2017,['']
160844926/2016,4148-DNN,29/07/2005,CITROEN N-C5,VF7RC9HYB76691787,1000,001,1,15/10/2016,1,MBM,14,MCG,12,JHD,17,ELL,22,FAVOR.,15/10/2017,['']
160844927/2016,7674-GHF,28/08/2008,CITROEN BERLINGO HDI90,VF77J9HXC67617572,3100,001,1,15/10/2016,1,MBM,14,MCG,12,JHD,17,ELL,22,FAVOR.,15/10/2017,['']
160844928/2016,7883-CDV,04/02/2003,FORD FOCUS,WF0AXXGCDA2R43621,1000,001,1,15/10/2016,1,MBM,14,MCG,12,JHD,17,ELL,22,DF.LEV,15/10/2017,['0901-L']
160844929/2016,2200-DKY,27/05/2005,CITROEN JUMPY,VF7BERHZB86195449,3100,001,1,15/10/2016,1,MBM,14,MCG,12,JHD,17,ELL,22,FAVOR.,15/04/2017,['']
160844930/2016,3931-DCF,29/10/2004,OPEL CORSA C,W0L0XCF6854067210,1000,001,1,15/10/2016,1,MBM,14,MCG,12,JHD,17,ELL,22,FAVOR.,15/10/2017,['']
160844931/2016,0144-CZM,26/08/2004,MAZDA PREMACY,JMZCP19R201361642,1000,001,1,15/10/2016,1,MBM,14,MCG,12,JHD,17,ELL,22,DF.LEV,15/10/2017,"['0103-L', '0410-L', '0901-L']"
160844932/2016,TO-6987-AC,25/03/1999,OPEL ASTRA,W0L0TGF48X2161187,1000,002,2,15/10/2016,2,REB,999,,,,,,,DF.LEV,15/10/2017,['0405-L']
160844933/2016,2157-DNG,25/07/2005,RENAULT LAGUNA,VF1BG1GB633675851,1000,001,1,15/10/2016,1,MBM,14,MCG,12,JHD,17,ELL,22,FAVOR.,15/10/2017,['']
160844934/2016,4730-DNZ,12/08/2005,MITSUBISHI MONTERO,JMBLNV78W5J002599,1033,002,2,15/10/2016,1,MBM,999,,,,,,,DF.LEV,15/10/2017,['0103-L']
160844935/2016,2757-BCW,30/11/2000,LANCIA LYBRA,ZLA83900000063778,1000,002,2,15/10/2016,1,MBM,999,,,,,,,FAVOR.,15/10/2017,['']
160844936/2016,7436-GFX,30/06/2008,CITROEN BERLINGO,VF77J9HXC67612220,3100,001,1,15/10/2016,1,MBM,14,MCG,12,JHD,17,ELL,22,FAVOR.,15/10/2017,['']
160844937/2016,TO-6500-Y,25/03/1997,NISSAN PRIMERA,SJNFDAP11U0004775,1000,001,1,15/10/2016,1,MBM,14,MCG,12,JHD,17,ELL,22,FAVOR.,15/10/2017,['']
160844938/2016,8278-DRW,26/10/2005,PEUGEOT 307,VF33H9HZC84413699,1002,001,1,15/10/2016,1,MBM,14,MCG,12,JHD,17,ELL,22,FAVOR.,15/10/2017,['']
160844939/2016,4950-FJD,01/12/2006,CITROEN XSARA PICASSO,VF7CH9HZC25917178,1000,001,1,15/10/2016,1,MBM,14,MCG,12,JHD,17,ELL,22,FAVOR.,01/12/2017,['']
160844940/2016,8966-CNG,30/10/2003,SEAT TOLEDO 1.9 TDI 6V,VSSZZZ1MZ4R030790,1000,001,1,15/10/2016,1,MBM,14,MCG,12,JHD,17,ELL,22,FAVOR.,15/10/2017,['']
160844941/2016,2273-GZD,21/10/2010,PEUGEOT 207,VF3WC9HP0AE071024,1000,001,1,15/10/2016,1,MBM,14,MCG,12,JHD,17,ELL,22,DF.LEV,15/10/2018,['0205-L']
160844942/2016,9816-DBR,14/10/2004,TOYOTA AVENSIS,SB1BR56L10E078971,1000,001,1,15/10/2016,1,MBM,14,MCG,12,JHD,17,ELL,22,FAVOR.,15/10/2017,['']
160844943/2016,8395-HBR,07/02/2011,TRIUMPH STREET TRIPLE,SMTTMD4066A440049,0400,001,1,15/10/2016,1,MCG,14,MCG,18,MCG,13,,,FAVOR.,15/10/2018,['']
160844944/2016,4155-FKD,03/01/2007,HONDA CBR600RR,JH2PC37A66M308367,0400,001,1,15/10/2016,1,MCG,14,MCG,18,MCG,13,,,FAVOR.,15/10/2018,['']
160844945/2016,TO-1163-V,03/12/1993,BMW 318 IAS,WBABE61080JB83850,1000,001,1,15/10/2016,1,REB,14,MCG,12,JHD,17,ELL,22,DF.LEV,15/10/2017,['0202-L']
160844946/2016,4933-DWD,10/02/2006,OPEL COMBO C VAN,W0L0XCF0663018935,3100,002,2,15/10/2016,1,REB,999,,,,,,,DF.LEV,15/04/2017,"['0103-L', '0406-L', '0407-L']"
160844947/2016,M-2242-YM,15/12/1999,CITROEN BERLINGO,VF7MFWJZF65395638,3100,001,1,15/10/2016,1,MBM,14,MCG,12,JHD,17,ELL,22,DF.LEV,15/04/2017,['0601-L']
160844948/2016,1744-FDM,28/07/2006,RENAULT MEGANE,VF1BMSEA636396249,1000,001,1,15/10/2016,1,MBM,14,MCG,12,JHD,17,ELL,22,FAVOR.,15/10/2017,['']
160844949/2016,2265-GJB,17/10/2008,OPEL ASTRA,W0L0AHL4888114422,1000,001,1,15/10/2016,1,MBM,14,MCG,12,JHD,17,ELL,22,DF.LEV,15/10/2018,['0406-L']
160844950/2016,0900-DPH,29/08/2005,CITROEN C8,VF7EBRHWB13244211,1002,001,1,15/10/2016,1,MBM,14,MCG,12,JHD,17,ELL,22,DF.LEV,15/10/2017,['0202-L']
160844951/2016,0686-CKJ,09/07/2003,BMW 330CD,WBABV91080PJ85058,1000,001,1,15/10/2016,1,MBM,14,MCG,12,JHD,17,ELL,22,DESFA.,00/00/0000,['1006-G']
160844952/2016,6511-GWG,15/11/2007,AUDI A3,WAUZZZ8P97A093640,1000,001,1,15/10/2016,1,MBM,14,MCG,12,JHD,17,ELL,22,FAVOR.,15/10/2018,['']
160844953/2016,9849-DMY,18/07/2005,FORD FOCUS,WF05XXWPD55R78038,1000,001,1,15/10/2016,1,MBM,14,JHD,17,MCG,12,ELL,22,FAVOR.,15/10/2017,['']
160844954/2016,5885-CMW,16/10/2003,CITROEN C5,VF7DCRHZB76443059,1000,001,1,15/10/2016,1,MBM,14,MCG,12,JHD,17,ELL,22,FAVOR.,15/10/2017,['']
160844955/2016,7231-BXC,17/06/2002,SEAT CORDOBA,VSSZZZ6KZ2R196427,1000,002,2,15/10/2016,1,MBM,999,,,,,,,FAVOR.,15/10/2017,['']
160844956/2016,TO-0990-AC,17/07/1997,CITROEN ZX 1.9D,VF7N2H90002H98135,1000,001,1,15/10/2016,1,MBM,14,MCG,12,JHD,17,ELL,22,DF.LEV,15/10/2017,"['0103-L', '0403-L', '0601-L']"
160844957/2016,4907-GZD,22/10/2010,TOYOTA AVENSIS,SB1BA76L10E020667,1000,001,1,15/10/2016,1,MBM,14,MCG,12,JHD,17,ELL,22,FAVOR.,15/10/2018,['']
160844958/2016,0385-BRX,08/01/2002,PEUGEOT 206 3P,VF32C8HXF42096696,1000,001,1,15/10/2016,1,MBM,14,MCG,12,JHD,17,ELL,22,FAVOR.,15/10/2017,['']
160844959/2016,0250-GHR,25/09/2008,VOLKSWAGEN POLO,WVWZZZ9NZ8Y222274,1000,001,1,15/10/2016,1,MBM,14,MCG,12,JHD,17,ELL,22,FAVOR.,15/10/2018,['']
160844960/2016,TO-7371-Y,18/04/1997,CITROEN SAXO,VF7S1VJZF56290226,1000,001,1,15/10/2016,1,MBM,14,MCG,12,JHD,17,ELL,22,DF.LEV,15/10/2017,['0903-L']
160844961/2016,4542-FFZ,27/09/2006,RENAULT MEGANE,VF1CMSE0635205366,1000,001,1,15/10/2016,1,MBM,14,MCG,12,JHD,17,ELL,22,FAVOR.,15/10/2017,['']
160844962/2016,0000-DPK,31/08/2005,PEUGEOT 307,VF33C9HXC84134297,1000,001,1,15/10/2016,1,MBM,14,MCG,12,JHD,17,ELL,22,FAVOR.,15/10/2017,['']
160844963/2016,TO-0685-W,11/10/1994,CITROEN AX 1.5D,VS7ZAKF0070KF0247,1000,001,1,15/10/2016,1,MBM,14,MCG,12,JHD,17,ELL,22,DESFA.,00/00/0000,"['0601-G', '0601-L', '0603-G', '0603-G']"
160844964/2016,M-6853-OJ,22/04/1993,PEUGEOT 205 1.7 PLUS TD,VSC20CA8225166761,1000,001,1,15/10/2016,1,MBM,14,MCG,12,JHD,17,ELL,22,FAVOR.,15/10/2017,['']
160844965/2016,E-5410-BCK,09/10/2003,POLARIS PREDATOR 500 2X4,4XAGJ50A332181967,6600,001,1,15/10/2016,1,REB,14,MCG,18,,,,,DF.LEV,15/10/2018,['0103-L']
160844966/2016,4804-BZX,04/10/2002,PEUGEOT 206,VF32ARHYF42479023,1000,001,1,15/10/2016,1,MBM,14,MCG,12,JHD,17,ELL,22,FAVOR.,15/10/2017,['']
160844967/2016,7427-CJH,10/06/2003,CITROEN C3,VF7FC8HXB26698352,1000,001,1,15/10/2016,1,MBM,14,MCG,12,JHD,17,ELL,22,DESFA.,00/00/0000,['0803-G']
160844968/2016,3049-CYP,26/07/2004,RENAULT MEGANE,VF1CM0C0H32004053,1000,001,1,15/10/2016,1,MBM,14,MCG,12,JHD,17,ELL,22,FAVOR.,15/10/2017,['']
160844969/2016,8542-HMR,26/10/2012,RENAULT MEGANE,VF1BZ1A0747981512,1000,001,1,15/10/2016,1,MBM,14,MCG,12,JHD,17,ELL,22,FAVOR.,15/10/2018,['']
160844970/2016,R-6886-BBN,24/11/2003,DESCANSABACAS JRRM2E 5,VS9JRRE503C076806,4115,001,1,15/10/2016,2,MBM,14,REB,18,,,,,FAVOR.,15/04/2017,['']
160844971/2016,5941-BCK,09/11/2000,FORD MONDEO,WF0FXXGBBFYE12820,1000,001,1,15/10/2016,1,MBM,14,MCG,12,JHD,17,ELL,22,FAVOR.,15/10/2017,['']
160844972/2016,5128-CMD,19/09/2003,PEUGEOT 307 5P,VF33CRHYB83193386,1000,001,1,15/10/2016,1,MBM,14,MCG,12,JHD,17,ELL,22,FAVOR.,15/10/2017,['']
160844973/2016,TO-1857-N,05/09/1989,VOLKSWAGEN JETTA,WVWZZZ1GZKW685169,1000,001,1,15/10/2016,1,MBM,14,MCG,12,JHD,17,ELL,22,DESFA.,00/00/0000,"['0202-L', '0202-L', '0803-G', '0804-G']"
160844974/2016,S-6681-AK,17/07/1998,RENAULT CLIO,VF1CB0A0F18488255,1000,001,1,15/10/2016,1,MBM,14,MCG,12,JHD,17,ELL,22,FAVOR.,15/10/2017,['']
160844975/2016,7693-CMV,15/10/2003,SEAT LEON,VSSZZZ1MZ4R032195,1000,001,1,15/10/2016,1,MBM,14,MCG,12,JHD,17,ELL,22,FAVOR.,15/10/2017,['']
160844976/2016,6345-DWM,22/02/2006,CITROEN BERLINGO,VF7GCRHYB94235872,2400,001,1,15/10/2016,1,MBM,14,MCG,12,JHD,17,ELL,22,DESFA.,00/00/0000,"['0407-L', '0803-G']"
160844977/2016,9183-CHJ,09/05/2003,SEAT LEON 1.9 TDI 5V,VSSZZZ1MZ3R132023,1000,001,1,15/10/2016,1,MBM,14,MCG,12,JHD,17,ELL,22,FAVOR.,15/10/2017,['']
160844978/2016,2250-FFP,12/09/2006,OPEL ASTRA GTC,W0L0AHL0875002299,1000,001,1,15/10/2016,1,MBM,14,MCG,12,JHD,17,ELL,22,FAVOR.,15/10/2017,['']
160844979/2016,3686-CLW,03/09/2003,HYUNDAI COUPE,KMHHN61BP3U080334,1000,001,1,15/10/2016,1,MBM,14,MCG,12,JHD,17,ELL,22,FAVOR.,15/10/2017,['']
